exercise,videoName,frame,good/bad,feedback
lateral raise,lateral raise_4.MOV,372,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,375,good,None
lateral raise,lateral raise_4.MOV,378,good,None
lateral raise,lateral raise_4.MOV,381,good,None
lateral raise,lateral raise_4.MOV,384,good,None
lateral raise,lateral raise_4.MOV,387,good,None
lateral raise,lateral raise_4.MOV,390,good,None
lateral raise,lateral raise_4.MOV,393,good,None
lateral raise,lateral raise_4.MOV,396,good,None
lateral raise,lateral raise_4.MOV,399,good,None
lateral raise,lateral raise_4.MOV,402,good,None
lateral raise,lateral raise_4.MOV,405,good,None
lateral raise,lateral raise_4.MOV,408,good,None
lateral raise,lateral raise_4.MOV,411,good,None
lateral raise,lateral raise_4.MOV,414,good,None
lateral raise,lateral raise_4.MOV,417,good,None
lateral raise,lateral raise_4.MOV,420,good,None
lateral raise,lateral raise_4.MOV,423,good,None
lateral raise,lateral raise_4.MOV,426,good,None
lateral raise,lateral raise_4.MOV,429,good,None
lateral raise,lateral raise_4.MOV,432,good,None
lateral raise,lateral raise_4.MOV,435,good,None
lateral raise,lateral raise_4.MOV,438,good,None
lateral raise,lateral raise_4.MOV,441,good,None
lateral raise,lateral raise_4.MOV,444,good,None
lateral raise,lateral raise_4.MOV,447,good,None
lateral raise,lateral raise_4.MOV,450,good,None
lateral raise,lateral raise_4.MOV,453,good,None
lateral raise,lateral raise_4.MOV,456,good,None
lateral raise,lateral raise_4.MOV,3,good,None
lateral raise,lateral raise_4.MOV,6,good,None
lateral raise,lateral raise_4.MOV,9,good,None
lateral raise,lateral raise_4.MOV,12,good,None
lateral raise,lateral raise_4.MOV,15,good,None
lateral raise,lateral raise_4.MOV,18,good,None
lateral raise,lateral raise_4.MOV,21,good,None
lateral raise,lateral raise_4.MOV,24,good,None
lateral raise,lateral raise_4.MOV,27,good,None
lateral raise,lateral raise_4.MOV,30,good,None
lateral raise,lateral raise_4.MOV,33,good,None
lateral raise,lateral raise_4.MOV,36,good,None
lateral raise,lateral raise_4.MOV,39,good,None
lateral raise,lateral raise_4.MOV,42,good,None
lateral raise,lateral raise_4.MOV,45,good,None
lateral raise,lateral raise_4.MOV,48,good,None
lateral raise,lateral raise_4.MOV,51,good,None
lateral raise,lateral raise_4.MOV,54,good,None
lateral raise,lateral raise_4.MOV,57,good,None
lateral raise,lateral raise_4.MOV,60,good,None
lateral raise,lateral raise_4.MOV,63,good,None
lateral raise,lateral raise_4.MOV,66,good,None
lateral raise,lateral raise_4.MOV,69,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,72,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,75,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists."
lateral raise,lateral raise_4.MOV,78,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,81,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,84,good,None
lateral raise,lateral raise_4.MOV,87,good,None
lateral raise,lateral raise_4.MOV,90,good,None
lateral raise,lateral raise_4.MOV,93,good,None
lateral raise,lateral raise_4.MOV,96,good,None
lateral raise,lateral raise_4.MOV,99,good,None
lateral raise,lateral raise_4.MOV,102,good,None
lateral raise,lateral raise_4.MOV,105,good,None
lateral raise,lateral raise_4.MOV,108,good,None
lateral raise,lateral raise_4.MOV,111,good,None
lateral raise,lateral raise_4.MOV,114,good,None
lateral raise,lateral raise_4.MOV,117,good,None
lateral raise,lateral raise_4.MOV,120,good,None
lateral raise,lateral raise_4.MOV,123,good,None
lateral raise,lateral raise_4.MOV,126,good,None
lateral raise,lateral raise_4.MOV,129,good,None
lateral raise,lateral raise_4.MOV,132,good,None
lateral raise,lateral raise_4.MOV,135,good,None
lateral raise,lateral raise_4.MOV,138,good,None
lateral raise,lateral raise_4.MOV,141,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,144,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,147,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,150,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,153,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,156,good,None
lateral raise,lateral raise_4.MOV,159,good,None
lateral raise,lateral raise_4.MOV,162,good,None
lateral raise,lateral raise_4.MOV,165,good,None
lateral raise,lateral raise_4.MOV,168,good,None
lateral raise,lateral raise_4.MOV,171,good,None
lateral raise,lateral raise_4.MOV,174,good,None
lateral raise,lateral raise_4.MOV,177,good,None
lateral raise,lateral raise_4.MOV,180,good,None
lateral raise,lateral raise_4.MOV,183,good,None
lateral raise,lateral raise_4.MOV,186,good,None
lateral raise,lateral raise_4.MOV,189,good,None
lateral raise,lateral raise_4.MOV,192,good,None
lateral raise,lateral raise_4.MOV,195,good,None
lateral raise,lateral raise_4.MOV,198,good,None
lateral raise,lateral raise_4.MOV,201,good,None
lateral raise,lateral raise_4.MOV,204,good,None
lateral raise,lateral raise_4.MOV,207,good,None
lateral raise,lateral raise_4.MOV,210,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,213,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders.
lateral raise,lateral raise_4.MOV,216,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists. | [RIGHT] Lower elbows slightly to protect shoulders. | [RIGHT] Lead with elbows, not wrists."
lateral raise,lateral raise_4.MOV,219,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists. | [RIGHT] Lower elbows slightly to protect shoulders."
lateral raise,lateral raise_4.MOV,222,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,225,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,228,good,None
lateral raise,lateral raise_4.MOV,231,good,None
lateral raise,lateral raise_4.MOV,234,good,None
lateral raise,lateral raise_4.MOV,237,good,None
lateral raise,lateral raise_4.MOV,240,good,None
lateral raise,lateral raise_4.MOV,243,good,None
lateral raise,lateral raise_4.MOV,246,good,None
lateral raise,lateral raise_4.MOV,249,good,None
lateral raise,lateral raise_4.MOV,252,good,None
lateral raise,lateral raise_4.MOV,255,good,None
lateral raise,lateral raise_4.MOV,258,good,None
lateral raise,lateral raise_4.MOV,261,good,None
lateral raise,lateral raise_4.MOV,264,good,None
lateral raise,lateral raise_4.MOV,267,good,None
lateral raise,lateral raise_4.MOV,270,good,None
lateral raise,lateral raise_4.MOV,273,good,None
lateral raise,lateral raise_4.MOV,276,good,None
lateral raise,lateral raise_4.MOV,279,good,None
lateral raise,lateral raise_4.MOV,282,good,None
lateral raise,lateral raise_4.MOV,285,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,288,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists. | [RIGHT] Lower elbows slightly to protect shoulders."
lateral raise,lateral raise_4.MOV,291,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists."
lateral raise,lateral raise_4.MOV,294,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,297,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,300,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,303,good,None
lateral raise,lateral raise_4.MOV,306,good,None
lateral raise,lateral raise_4.MOV,309,good,None
lateral raise,lateral raise_4.MOV,312,good,None
lateral raise,lateral raise_4.MOV,315,good,None
lateral raise,lateral raise_4.MOV,318,good,None
lateral raise,lateral raise_4.MOV,321,good,None
lateral raise,lateral raise_4.MOV,324,good,None
lateral raise,lateral raise_4.MOV,327,good,None
lateral raise,lateral raise_4.MOV,330,good,None
lateral raise,lateral raise_4.MOV,333,good,None
lateral raise,lateral raise_4.MOV,336,good,None
lateral raise,lateral raise_4.MOV,339,good,None
lateral raise,lateral raise_4.MOV,342,good,None
lateral raise,lateral raise_4.MOV,345,good,None
lateral raise,lateral raise_4.MOV,348,good,None
lateral raise,lateral raise_4.MOV,351,good,None
lateral raise,lateral raise_4.MOV,354,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,357,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists. | [RIGHT] Lower elbows slightly to protect shoulders."
lateral raise,lateral raise_4.MOV,360,good,None
lateral raise,lateral raise_4.MOV,363,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists. | [RIGHT] Lower elbows slightly to protect shoulders."
lateral raise,lateral raise_4.MOV,366,bad,"[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists. | [RIGHT] Lower elbows slightly to protect shoulders."
lateral raise,lateral raise_4.MOV,369,bad,[LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders.
lateral raise,lateral raise_4.MOV,372,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_4.MOV,375,good,None
lateral raise,lateral raise_4.MOV,378,good,None
lateral raise,lateral raise_4.MOV,381,good,None
lateral raise,lateral raise_4.MOV,384,good,None
lateral raise,lateral raise_4.MOV,387,good,None
lateral raise,lateral raise_4.MOV,390,good,None
lateral raise,lateral raise_4.MOV,393,good,None
lateral raise,lateral raise_4.MOV,396,good,None
lateral raise,lateral raise_4.MOV,399,good,None
lateral raise,lateral raise_4.MOV,402,good,None
lateral raise,lateral raise_4.MOV,405,good,None
lateral raise,lateral raise_4.MOV,408,good,None
lateral raise,lateral raise_4.MOV,411,good,None
lateral raise,lateral raise_4.MOV,414,good,None
lateral raise,lateral raise_4.MOV,417,good,None
lateral raise,lateral raise_4.MOV,420,good,None
lateral raise,lateral raise_4.MOV,423,good,None
lateral raise,lateral raise_4.MOV,426,good,None
lateral raise,lateral raise_4.MOV,429,good,None
lateral raise,lateral raise_4.MOV,432,good,None
lateral raise,lateral raise_4.MOV,435,good,None
lateral raise,lateral raise_4.MOV,438,good,None
lateral raise,lateral raise_4.MOV,441,good,None
lateral raise,lateral raise_4.MOV,444,good,None
lateral raise,lateral raise_4.MOV,447,good,None
lateral raise,lateral raise_4.MOV,450,good,None
lateral raise,lateral raise_4.MOV,453,good,None
lateral raise,lateral raise_4.MOV,456,good,None
lateral raise,lateral raise_5.MOV,3,good,None
lateral raise,lateral raise_5.MOV,6,good,None
lateral raise,lateral raise_5.MOV,9,good,None
lateral raise,lateral raise_5.MOV,12,good,None
lateral raise,lateral raise_5.MOV,15,good,None
lateral raise,lateral raise_5.MOV,18,good,None
lateral raise,lateral raise_5.MOV,21,good,None
lateral raise,lateral raise_5.MOV,24,good,None
lateral raise,lateral raise_5.MOV,27,good,None
lateral raise,lateral raise_5.MOV,30,good,None
lateral raise,lateral raise_5.MOV,33,good,None
lateral raise,lateral raise_5.MOV,36,good,None
lateral raise,lateral raise_5.MOV,39,good,None
lateral raise,lateral raise_5.MOV,42,good,None
lateral raise,lateral raise_5.MOV,45,good,None
lateral raise,lateral raise_5.MOV,48,good,None
lateral raise,lateral raise_5.MOV,51,good,None
lateral raise,lateral raise_5.MOV,54,good,None
lateral raise,lateral raise_5.MOV,57,good,None
lateral raise,lateral raise_5.MOV,60,good,None
lateral raise,lateral raise_5.MOV,63,good,None
lateral raise,lateral raise_5.MOV,66,good,None
lateral raise,lateral raise_5.MOV,69,good,None
lateral raise,lateral raise_5.MOV,72,good,None
lateral raise,lateral raise_5.MOV,75,good,None
lateral raise,lateral raise_5.MOV,78,good,None
lateral raise,lateral raise_5.MOV,81,good,None
lateral raise,lateral raise_5.MOV,84,good,None
lateral raise,lateral raise_5.MOV,87,good,None
lateral raise,lateral raise_5.MOV,90,good,None
lateral raise,lateral raise_5.MOV,93,good,None
lateral raise,lateral raise_5.MOV,96,good,None
lateral raise,lateral raise_5.MOV,99,good,None
lateral raise,lateral raise_5.MOV,102,good,None
lateral raise,lateral raise_5.MOV,105,good,None
lateral raise,lateral raise_5.MOV,108,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,111,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,114,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,117,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,120,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,123,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,126,good,None
lateral raise,lateral raise_5.MOV,129,good,None
lateral raise,lateral raise_5.MOV,132,good,None
lateral raise,lateral raise_5.MOV,135,good,None
lateral raise,lateral raise_5.MOV,138,good,None
lateral raise,lateral raise_5.MOV,141,good,None
lateral raise,lateral raise_5.MOV,144,good,None
lateral raise,lateral raise_5.MOV,147,good,None
lateral raise,lateral raise_5.MOV,150,good,None
lateral raise,lateral raise_5.MOV,153,good,None
lateral raise,lateral raise_5.MOV,156,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,159,bad,"[LEFT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists."
lateral raise,lateral raise_5.MOV,162,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,165,good,None
lateral raise,lateral raise_5.MOV,168,good,None
lateral raise,lateral raise_5.MOV,171,good,None
lateral raise,lateral raise_5.MOV,174,good,None
lateral raise,lateral raise_5.MOV,177,good,None
lateral raise,lateral raise_5.MOV,180,good,None
lateral raise,lateral raise_5.MOV,183,good,None
lateral raise,lateral raise_5.MOV,186,good,None
lateral raise,lateral raise_5.MOV,189,good,None
lateral raise,lateral raise_5.MOV,192,good,None
lateral raise,lateral raise_5.MOV,195,good,None
lateral raise,lateral raise_5.MOV,198,good,None
lateral raise,lateral raise_5.MOV,201,good,None
lateral raise,lateral raise_5.MOV,204,good,None
lateral raise,lateral raise_5.MOV,207,good,None
lateral raise,lateral raise_5.MOV,210,good,None
lateral raise,lateral raise_5.MOV,213,good,None
lateral raise,lateral raise_5.MOV,216,good,None
lateral raise,lateral raise_5.MOV,219,good,None
lateral raise,lateral raise_5.MOV,222,good,None
lateral raise,lateral raise_5.MOV,225,good,None
lateral raise,lateral raise_5.MOV,228,good,None
lateral raise,lateral raise_5.MOV,231,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,234,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,237,good,None
lateral raise,lateral raise_5.MOV,240,good,None
lateral raise,lateral raise_5.MOV,243,good,None
lateral raise,lateral raise_5.MOV,246,good,None
lateral raise,lateral raise_5.MOV,249,good,None
lateral raise,lateral raise_5.MOV,252,good,None
lateral raise,lateral raise_5.MOV,255,good,None
lateral raise,lateral raise_5.MOV,258,good,None
lateral raise,lateral raise_5.MOV,261,good,None
lateral raise,lateral raise_5.MOV,264,good,None
lateral raise,lateral raise_5.MOV,267,good,None
lateral raise,lateral raise_5.MOV,270,good,None
lateral raise,lateral raise_5.MOV,273,good,None
lateral raise,lateral raise_5.MOV,276,good,None
lateral raise,lateral raise_5.MOV,279,good,None
lateral raise,lateral raise_5.MOV,282,good,None
lateral raise,lateral raise_5.MOV,285,good,None
lateral raise,lateral raise_5.MOV,288,good,None
lateral raise,lateral raise_5.MOV,291,good,None
lateral raise,lateral raise_5.MOV,294,good,None
lateral raise,lateral raise_5.MOV,297,good,None
lateral raise,lateral raise_5.MOV,300,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,303,bad,[RIGHT] Elbows flaring out too much. | [RIGHT] Lower elbows slightly to protect shoulders.
lateral raise,lateral raise_5.MOV,306,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,309,bad,[LEFT] Elbows flaring out too much. | [LEFT] Elbows bent too much.
lateral raise,lateral raise_5.MOV,312,good,None
lateral raise,lateral raise_5.MOV,315,good,None
lateral raise,lateral raise_5.MOV,318,good,None
lateral raise,lateral raise_5.MOV,321,good,None
lateral raise,lateral raise_5.MOV,324,good,None
lateral raise,lateral raise_5.MOV,327,good,None
lateral raise,lateral raise_5.MOV,330,good,None
lateral raise,lateral raise_5.MOV,333,good,None
lateral raise,lateral raise_5.MOV,336,good,None
lateral raise,lateral raise_5.MOV,339,good,None
lateral raise,lateral raise_5.MOV,342,good,None
lateral raise,lateral raise_5.MOV,345,good,None
lateral raise,lateral raise_5.MOV,348,good,None
lateral raise,lateral raise_5.MOV,351,good,None
lateral raise,lateral raise_5.MOV,354,good,None
lateral raise,lateral raise_5.MOV,357,good,None
lateral raise,lateral raise_5.MOV,360,good,None
lateral raise,lateral raise_5.MOV,363,good,None
lateral raise,lateral raise_5.MOV,366,good,None
lateral raise,lateral raise_5.MOV,369,good,None
lateral raise,lateral raise_5.MOV,372,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,375,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,378,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,381,good,None
lateral raise,lateral raise_5.MOV,384,good,None
lateral raise,lateral raise_5.MOV,387,good,None
lateral raise,lateral raise_5.MOV,390,good,None
lateral raise,lateral raise_5.MOV,393,good,None
lateral raise,lateral raise_5.MOV,396,good,None
lateral raise,lateral raise_5.MOV,399,good,None
lateral raise,lateral raise_5.MOV,402,good,None
lateral raise,lateral raise_5.MOV,405,good,None
lateral raise,lateral raise_5.MOV,408,good,None
lateral raise,lateral raise_5.MOV,411,good,None
lateral raise,lateral raise_5.MOV,414,good,None
lateral raise,lateral raise_5.MOV,417,good,None
lateral raise,lateral raise_5.MOV,420,good,None
lateral raise,lateral raise_5.MOV,423,good,None
lateral raise,lateral raise_5.MOV,426,good,None
lateral raise,lateral raise_5.MOV,429,good,None
lateral raise,lateral raise_5.MOV,432,good,None
lateral raise,lateral raise_5.MOV,435,good,None
lateral raise,lateral raise_5.MOV,438,good,None
lateral raise,lateral raise_5.MOV,441,good,None
lateral raise,lateral raise_5.MOV,444,good,None
lateral raise,lateral raise_5.MOV,447,good,None
lateral raise,lateral raise_5.MOV,450,good,None
lateral raise,lateral raise_5.MOV,453,good,None
lateral raise,lateral raise_5.MOV,456,good,None
lateral raise,lateral raise_5.MOV,459,good,None
lateral raise,lateral raise_5.MOV,462,good,None
lateral raise,lateral raise_5.MOV,465,good,None
lateral raise,lateral raise_5.MOV,468,good,None
lateral raise,lateral raise_5.MOV,471,good,None
lateral raise,lateral raise_5.MOV,474,good,None
lateral raise,lateral raise_5.MOV,477,good,None
lateral raise,lateral raise_5.MOV,480,good,None
lateral raise,lateral raise_5.MOV,483,good,None
lateral raise,lateral raise_5.MOV,486,good,None
lateral raise,lateral raise_5.MOV,489,good,None
lateral raise,lateral raise_5.MOV,492,good,None
lateral raise,lateral raise_5.MOV,495,good,None
lateral raise,lateral raise_5.MOV,498,good,None
lateral raise,lateral raise_5.MOV,501,good,None
lateral raise,lateral raise_5.MOV,504,good,None
lateral raise,lateral raise_5.MOV,507,good,None
lateral raise,lateral raise_5.MOV,510,good,None
lateral raise,lateral raise_5.MOV,513,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,516,bad,"[LEFT] Lead with elbows, not wrists. | [RIGHT] Elbows flaring out too much. | [RIGHT] Lower elbows slightly to protect shoulders."
lateral raise,lateral raise_5.MOV,519,bad,[RIGHT] Elbows flaring out too much. | [RIGHT] Lower elbows slightly to protect shoulders.
lateral raise,lateral raise_5.MOV,522,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,525,good,None
lateral raise,lateral raise_5.MOV,528,good,None
lateral raise,lateral raise_5.MOV,531,good,None
lateral raise,lateral raise_5.MOV,534,good,None
lateral raise,lateral raise_5.MOV,537,good,None
lateral raise,lateral raise_5.MOV,540,good,None
lateral raise,lateral raise_5.MOV,543,good,None
lateral raise,lateral raise_5.MOV,546,good,None
lateral raise,lateral raise_5.MOV,549,good,None
lateral raise,lateral raise_5.MOV,552,good,None
lateral raise,lateral raise_5.MOV,555,good,None
lateral raise,lateral raise_5.MOV,558,good,None
lateral raise,lateral raise_5.MOV,561,good,None
lateral raise,lateral raise_5.MOV,564,good,None
lateral raise,lateral raise_5.MOV,567,good,None
lateral raise,lateral raise_5.MOV,570,good,None
lateral raise,lateral raise_5.MOV,573,good,None
lateral raise,lateral raise_5.MOV,576,good,None
lateral raise,lateral raise_5.MOV,579,good,None
lateral raise,lateral raise_5.MOV,582,good,None
lateral raise,lateral raise_5.MOV,585,good,None
lateral raise,lateral raise_5.MOV,3,good,None
lateral raise,lateral raise_5.MOV,6,good,None
lateral raise,lateral raise_5.MOV,9,good,None
lateral raise,lateral raise_5.MOV,12,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,15,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,18,good,None
lateral raise,lateral raise_5.MOV,21,good,None
lateral raise,lateral raise_5.MOV,24,good,None
lateral raise,lateral raise_5.MOV,27,good,None
lateral raise,lateral raise_5.MOV,30,good,None
lateral raise,lateral raise_5.MOV,33,good,None
lateral raise,lateral raise_5.MOV,36,good,None
lateral raise,lateral raise_5.MOV,39,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,42,good,None
lateral raise,lateral raise_5.MOV,45,good,None
lateral raise,lateral raise_5.MOV,48,good,None
lateral raise,lateral raise_5.MOV,51,good,None
lateral raise,lateral raise_5.MOV,54,good,None
lateral raise,lateral raise_5.MOV,57,good,None
lateral raise,lateral raise_5.MOV,60,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,63,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,66,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,69,good,None
lateral raise,lateral raise_5.MOV,72,good,None
lateral raise,lateral raise_5.MOV,75,good,None
lateral raise,lateral raise_5.MOV,78,good,None
lateral raise,lateral raise_5.MOV,81,good,None
lateral raise,lateral raise_5.MOV,84,good,None
lateral raise,lateral raise_5.MOV,87,good,None
lateral raise,lateral raise_5.MOV,90,good,None
lateral raise,lateral raise_5.MOV,93,good,None
lateral raise,lateral raise_5.MOV,96,good,None
lateral raise,lateral raise_5.MOV,99,good,None
lateral raise,lateral raise_5.MOV,102,good,None
lateral raise,lateral raise_5.MOV,105,good,None
lateral raise,lateral raise_5.MOV,108,good,None
lateral raise,lateral raise_5.MOV,111,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,114,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,117,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,120,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,123,bad,[LEFT] Elbows too straight.
lateral raise,lateral raise_5.MOV,126,good,None
lateral raise,lateral raise_5.MOV,129,good,None
lateral raise,lateral raise_5.MOV,132,good,None
lateral raise,lateral raise_5.MOV,135,good,None
lateral raise,lateral raise_5.MOV,138,good,None
lateral raise,lateral raise_5.MOV,141,good,None
lateral raise,lateral raise_5.MOV,144,good,None
lateral raise,lateral raise_5.MOV,147,good,None
lateral raise,lateral raise_5.MOV,150,good,None
lateral raise,lateral raise_5.MOV,153,good,None
lateral raise,lateral raise_5.MOV,156,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,159,bad,"[LEFT] Elbows flaring out too much. | [LEFT] Lower elbows slightly to protect shoulders. | [LEFT] Lead with elbows, not wrists."
lateral raise,lateral raise_5.MOV,162,bad,[LEFT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,165,good,None
lateral raise,lateral raise_5.MOV,168,good,None
lateral raise,lateral raise_5.MOV,171,good,None
lateral raise,lateral raise_5.MOV,174,good,None
lateral raise,lateral raise_5.MOV,177,good,None
lateral raise,lateral raise_5.MOV,180,good,None
lateral raise,lateral raise_5.MOV,183,good,None
lateral raise,lateral raise_5.MOV,186,good,None
lateral raise,lateral raise_5.MOV,189,good,None
lateral raise,lateral raise_5.MOV,192,good,None
lateral raise,lateral raise_5.MOV,195,good,None
lateral raise,lateral raise_5.MOV,198,good,None
lateral raise,lateral raise_5.MOV,201,good,None
lateral raise,lateral raise_5.MOV,204,good,None
lateral raise,lateral raise_5.MOV,207,good,None
lateral raise,lateral raise_5.MOV,210,good,None
lateral raise,lateral raise_5.MOV,213,good,None
lateral raise,lateral raise_5.MOV,216,good,None
lateral raise,lateral raise_5.MOV,219,good,None
lateral raise,lateral raise_5.MOV,222,good,None
lateral raise,lateral raise_5.MOV,225,good,None
lateral raise,lateral raise_5.MOV,228,good,None
lateral raise,lateral raise_5.MOV,231,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,234,bad,[RIGHT] Elbows flaring out too much. | [RIGHT] Lower elbows slightly to protect shoulders.
lateral raise,lateral raise_5.MOV,237,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,240,bad,[LEFT] Elbows bent too much.
lateral raise,lateral raise_5.MOV,243,good,None
lateral raise,lateral raise_5.MOV,246,good,None
lateral raise,lateral raise_5.MOV,249,good,None
lateral raise,lateral raise_5.MOV,252,good,None
lateral raise,lateral raise_5.MOV,255,good,None
lateral raise,lateral raise_5.MOV,258,good,None
lateral raise,lateral raise_5.MOV,261,good,None
lateral raise,lateral raise_5.MOV,264,good,None
lateral raise,lateral raise_5.MOV,267,good,None
lateral raise,lateral raise_5.MOV,270,good,None
lateral raise,lateral raise_5.MOV,273,good,None
lateral raise,lateral raise_5.MOV,276,good,None
lateral raise,lateral raise_5.MOV,279,good,None
lateral raise,lateral raise_5.MOV,282,good,None
lateral raise,lateral raise_5.MOV,285,good,None
lateral raise,lateral raise_5.MOV,288,good,None
lateral raise,lateral raise_5.MOV,291,good,None
lateral raise,lateral raise_5.MOV,294,good,None
lateral raise,lateral raise_5.MOV,297,good,None
lateral raise,lateral raise_5.MOV,300,good,None
lateral raise,lateral raise_5.MOV,303,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,306,bad,[RIGHT] Elbows flaring out too much.
lateral raise,lateral raise_5.MOV,309,good,None
lateral raise,lateral raise_5.MOV,312,good,None
lateral raise,lateral raise_5.MOV,315,good,None
